KY216155	Ehrbar et al	Infect. Genet. Evol. 51 (2017) In press	High levels of local inter- and intra-host genetic variation of West Nile virus and evidence of fine-scale evolutionary pressures	https://www.ncbi.nlm.nih.gov/pubmed/28411164
MH170246	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170246
KJ501462	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501462
KJ501435	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501435
KX547191	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547191
KJ501111	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501111
KJ501129	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501129
HM488229	Armstrong et al	Virology 417 (1), 203-210 (2011)	Molecular evolution of West Nile virus in a northern temperate region: Connecticut, USA 1999-2008	https://www.ncbi.nlm.nih.gov/pubmed/21723580
KJ501249	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501249
DQ431701	Herring et al	Virology 363 (1), 220-228 (2007)	Phylogenetic analysis of WNV in North American blood donors during the 2003-2004 epidemic seasons	https://www.ncbi.nlm.nih.gov/pubmed/17321561
KX547169	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547169
KR348939	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076
KJ501391	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501391
HM756667	Henn et al	Submitted (24-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM756667
KX547178	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547178
HM488180	Henn et al	Submitted (12-MAY-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488180
JF899529	Henn et al	Submitted (21-APR-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/JF899529
KM012170	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734
KJ501520	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501520
HM488161	Armstrong et al	Virology 417 (1), 203-210 (2011)	Molecular evolution of West Nile virus in a northern temperate region: Connecticut, USA 1999-2008	https://www.ncbi.nlm.nih.gov/pubmed/21723580
MF175873	Aroh et al	Unpublished	2012 West Nile Virus differ in frequency of introductions into Texas and ability to overwinter, 2012-2015	https://www.ncbi.nlm.nih.gov/nuccore/MF175873
KX547589	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547589
KX547531	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547531
KJ501348	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501348
MF175822	Aroh et al	Unpublished	2012 West Nile Virus differ in frequency of introductions into Texas and ability to overwinter, 2012-2015	https://www.ncbi.nlm.nih.gov/nuccore/MF175822
KR348931	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076
MH170258	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170258
HM488204	Henn et al	Submitted (12-MAY-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488204
KC333384	Mann et al	Emerging Infect. Dis. 19 (9), 1418-1427 (2013)	Continued evolution of West Nile virus, Houston, Texas, USA, 2002-2012	https://www.ncbi.nlm.nih.gov/pubmed/23965756
KC333386	Mann et al	Emerging Infect. Dis. 19 (9), 1418-1427 (2013)	Continued evolution of West Nile virus, Houston, Texas, USA, 2002-2012	https://www.ncbi.nlm.nih.gov/pubmed/23965756
KX547279	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547279
KJ501146	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501146
KC333375	Mann et al	Emerging Infect. Dis. 19 (9), 1418-1427 (2013)	Continued evolution of West Nile virus, Houston, Texas, USA, 2002-2012	https://www.ncbi.nlm.nih.gov/pubmed/23965756
KJ501448	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501448
JF957178	Anez et al	PLoS Negl Trop Dis 7 (5), E2245 (2013)	Evolutionary dynamics of west nile virus in the United States, 1999-2011: phylogeny, selection pressure and evolutionary time-scale analysis	https://www.ncbi.nlm.nih.gov/pubmed/23738027
HM488251	Henn et al	Submitted (04-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488251
KC333383	Mann et al	Emerging Infect. Dis. 19 (9), 1418-1427 (2013)	Continued evolution of West Nile virus, Houston, Texas, USA, 2002-2012	https://www.ncbi.nlm.nih.gov/pubmed/23965756
KX547549	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547549
KX547209	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547209
HM488244	Henn et al	Submitted (04-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488244
KX547485	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547485
KJ501503	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501503
KJ501370	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501370
KY216153	Ehrbar et al	Infect. Genet. Evol. 51 (2017) In press	High levels of local inter- and intra-host genetic variation of West Nile virus and evidence of fine-scale evolutionary pressures	https://www.ncbi.nlm.nih.gov/pubmed/28411164
KX547470	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547470
KJ501341	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501341
KJ501228	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501228
MH170242	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170242
KJ501373	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501373
KC736492	Duggal et al	Am. J. Trop. Med. Hyg. 89 (2), 205-210 (2013)	Sequence Analyses of 2012 West Nile Virus Isolates from Texas Fail to Associate Viral Genetic Factors with Outbreak Magnitude	https://www.ncbi.nlm.nih.gov/pubmed/23817333
KX547372	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547372
KJ501538	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501538
MF175811	Aroh et al	Unpublished	2012 West Nile Virus differ in frequency of introductions into Texas and ability to overwinter, 2012-2015	https://www.ncbi.nlm.nih.gov/nuccore/MF175811
KJ501411	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501411
KX547189	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547189
KJ501358	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501358
MF175837	Aroh et al	Unpublished	2012 West Nile Virus differ in frequency of introductions into Texas and ability to overwinter, 2012-2015	https://www.ncbi.nlm.nih.gov/nuccore/MF175837
KX547503	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547503
KC333387	Mann et al	Emerging Infect. Dis. 19 (9), 1418-1427 (2013)	Continued evolution of West Nile virus, Houston, Texas, USA, 2002-2012	https://www.ncbi.nlm.nih.gov/pubmed/23965756
JF488088	Henn et al	Submitted (24-FEB-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/JF488088
MH170232	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170232
KX547466	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547466
HM756678	Henn et al	Submitted (29-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM756678
KX547440	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547440
JQ700437	Anez et al	PLoS Negl Trop Dis 7 (5), E2245 (2013)	Evolutionary dynamics of west nile virus in the United States, 1999-2011: phylogeny, selection pressure and evolutionary time-scale analysis	https://www.ncbi.nlm.nih.gov/pubmed/23738027
HM488178	Henn et al	Submitted (12-MAY-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/HM488178
KJ501230	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501230
HM488227	Armstrong et al	Virology 417 (1), 203-210 (2011)	Molecular evolution of West Nile virus in a northern temperate region: Connecticut, USA 1999-2008	https://www.ncbi.nlm.nih.gov/pubmed/21723580
MF175809	Aroh et al	Unpublished	2012 West Nile Virus differ in frequency of introductions into Texas and ability to overwinter, 2012-2015	https://www.ncbi.nlm.nih.gov/nuccore/MF175809
KJ501439	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501439
KJ501354	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501354
JF920751	Henn et al	Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/JF920751
KJ501134	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501134
KR348996	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076
MH170275	Swetnam et al	Emerging Infect. Dis. 24 (12) (2018) In press	Terrestrial Bird Migration and West Nile Virus Circulation, United States	https://www.ncbi.nlm.nih.gov/nuccore/MH170275
KX547260	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547260
KJ501241	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501241
KR348949	Duggal et al	Virology 485, 79-85 (2015)	Genotype-specific variation in West Nile virus dispersal in California	https://www.ncbi.nlm.nih.gov/pubmed/26210076
KJ501279	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501279
HM488170	Armstrong et al	Virology 417 (1), 203-210 (2011)	Molecular evolution of West Nile virus in a northern temperate region: Connecticut, USA 1999-2008	https://www.ncbi.nlm.nih.gov/pubmed/21723580
KJ501220	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501220
KM012172	Grinev et al	PLoS Negl Trop Dis 10 (5), E0004717 (2016)	Genetic Variability of West Nile Virus in U.S. Blood Donors from the 2012 Epidemic Season	https://www.ncbi.nlm.nih.gov/pubmed/27182734
KX547181	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547181
KJ501136	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501136
KX547265	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547265
KX547225	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547225
KJ501456	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501456
KX547552	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547552
KX547303	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547303
KJ501385	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501385
KJ501315	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501315
AF196835	Lanciotti et al	Science 286 (5448), 2333-2337 (1999)	Origin of the West Nile virus responsible for an outbreak of encephalitis in the northeastern United States	https://www.ncbi.nlm.nih.gov/pubmed/10600742
KC333376	Mann et al	Emerging Infect. Dis. 19 (9), 1418-1427 (2013)	Continued evolution of West Nile virus, Houston, Texas, USA, 2002-2012	https://www.ncbi.nlm.nih.gov/pubmed/23965756
HM488148	Armstrong et al	Virology 417 (1), 203-210 (2011)	Molecular evolution of West Nile virus in a northern temperate region: Connecticut, USA 1999-2008	https://www.ncbi.nlm.nih.gov/pubmed/21723580
KJ501266	Newman et al	Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KJ501266
MF175834	Aroh et al	Unpublished	2012 West Nile Virus differ in frequency of introductions into Texas and ability to overwinter, 2012-2015	https://www.ncbi.nlm.nih.gov/nuccore/MF175834
KX547546	Shabman et al	Submitted (12-JUL-2016) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Direct Submission	https://www.ncbi.nlm.nih.gov/nuccore/KX547546
